id,created_at,full_text
1589569818289922048,Mon Nov 07 10:45:52 +0000 2022,@blackintheempir This is also technically true but Russia and China are inherently worse they don’t even pretend to care about human rights and such
1589569818034049024,Mon Nov 07 10:45:52 +0000 2022,@Dragon_of2000 @313educator @Artemizia_123 @TheOGAllison And why do you think they couldn't do similar things in our countries as they have been doing in China ? What would stop them ?
1589569814032683010,Mon Nov 07 10:45:51 +0000 2022,HTC showcases latest #metaverse technologies at CIIE • China Daily • #VR #AR • https://t.co/gHNcrFNOxG https://t.co/J8hZ2gX7h1
1589569805899956226,Mon Nov 07 10:45:49 +0000 2022,"@nicholasdhair @PoliticsJOE_UK Ok climate change freak. Do more for a cause? Oh really! Tell me, why are they not in China or India eh?? So much pollution there, that's DOING MORE. You climate change freaks are the biggest hypocrites going."
1589569794357231617,Mon Nov 07 10:45:46 +0000 2022,"China uncensored is death cult FaLun Gong

https://t.co/sw6AXDWATu https://t.co/gqElMGRCab"
1589569786069254145,Mon Nov 07 10:45:44 +0000 2022,"Wuhan omits NFTs from metaverse plan amid regulatory uncertainty in China https://t.co/KF6A6ucEIQ via @cointelegraph 
#NFTs #Metavers #Web3 #Crypto"
1589569785117179905,Mon Nov 07 10:45:44 +0000 2022,@OldEng4 @IanJaegerNPC Can I buy land in China?
1589569776715968512,Mon Nov 07 10:45:42 +0000 2022,"@RobbieBarwick don’t worry mate, no doubt your time will come, friend of China! https://t.co/w3iOBnGfWv"
1589569771930279937,Mon Nov 07 10:45:41 +0000 2022,Get that lightskin welbeck garn in jan sterling can retire in Italy with Tammy and them man and havertz can go to china https://t.co/LVrMeDsLhK
1589569770671976448,Mon Nov 07 10:45:40 +0000 2022,@DianaUrge @ElrondBurrell @GlobalEcoGuy @Peters_Glen @IPCC_CH As long as those counties haven't just exported their manufacturing to China?
1589569767656280064,Mon Nov 07 10:45:40 +0000 2022,#Science #diplomacy could net peace dividends in South China Sea - Responsible Statecraft https://t.co/yRgfeCnOKj via @GoogleNews
1589569743891025920,Mon Nov 07 10:45:34 +0000 2022,"Crazy evil
https://t.co/m4cMCRGRcU"
1589569743857803265,Mon Nov 07 10:45:34 +0000 2022,@gurkiratsgill Send it to pcb....they will take loan from china and pay you back
