id,created_at,full_text
1590136600805412864,Wed Nov 09 00:18:03 +0000 2022,"38,600 Hongkongers under 18 have applied for Britain’s special BN(O) visa scheme https://t.co/TZ3wn0GOqC"
1590136383145902091,Wed Nov 09 00:17:11 +0000 2022,"38,600 Hongkongers under 18 have applied for Britain’s special BN(O) visa scheme, but most requests come from residents in prime working years https://t.co/u3FBhANkEL"
1590136369183346688,Wed Nov 09 00:17:08 +0000 2022,"""For decades, Lam smuggled texts critical of China's leaders from his homeland, Hong Kong, to the mainland.  ...'This bookshop is a hub for freedom, democracy and human rights,' a visitor from the mainland said."" https://t.co/WI08uuHcYd"
1590136137208590337,Wed Nov 09 00:16:13 +0000 2022,"Large numbers of China’s best and brightest know the truth-- living in democracy is better than in harsh authoritarian system-- 38,600 Hongkongers under 18 have applied for Britain’s special visas; most requests come from residents in prime working years https://t.co/ekcLK9esSZ"
1590135935777517568,Wed Nov 09 00:15:25 +0000 2022,"Quoted in this piece in @1NewsNZ on Lam Wing-kee and other Hongkongers in Taiwan

https://t.co/pfOTeCKEv1"
1590135886301515776,Wed Nov 09 00:15:13 +0000 2022,@agolfingjourney @MacrosTrend @PpollingNumbers Actually gas prices in the US are better than most European countries at between 7 - 9 bucks a gallon. Hong Kong is 11 bucks a gallon and Norway at 10 bucks a gallon and poor drivers in Romania are paying over 20 bucks a gallon. It’s a global issue that will fluctuate.
1590135857725739008,Wed Nov 09 00:15:06 +0000 2022,Apple CEO Cook defends removal of police-tracking app used in Hong Kong - Reuters https://t.co/8YYM6OJW5x https://t.co/aanFeo5teK
1590135833205813248,Wed Nov 09 00:15:00 +0000 2022,"""As of late August, after just over two years of deployment, the survival rate for the corals on the 3D-printed reef tiles is 98% — five times the previous level and more than that recorded in almost all other coral restoration projects.""
https://t.co/rUaiUX9RZn"
1590135794102329344,Wed Nov 09 00:14:51 +0000 2022,@kelly_ques Riding a tricycle in Hong Kong aged three.
1590135655815737346,Wed Nov 09 00:14:18 +0000 2022,Should I be worried about Hong Kong? ☣
1590135561230028801,Wed Nov 09 00:13:55 +0000 2022,"38,600 Hongkongers under 18 have applied for Britain’s special BN(O) visa scheme, but most requests come from residents in prime working years！ https://t.co/LMnZxvZDRj"
1590134869044387840,Wed Nov 09 00:11:10 +0000 2022,"@TennisPodcast Hi guys, do you deliver your T-shirts to Hong Kong? I’m on the shop website, but it seems not available as a country to select (nor as a province of China)."
1590134408027439107,Wed Nov 09 00:09:20 +0000 2022,"@Nnedi New Zealand, Portugal, Singapore, and Switzerland also don't list city names. (Hong Kong of course is a unique case)."
1590134303379591168,Wed Nov 09 00:08:55 +0000 2022,$es_z Hong Kong 🇭🇰 Update; 740 $sp_z on mandatory buy &gt;3860 710 on mandatory sell &lt;3810; Korean interests!
1590134155370602498,Wed Nov 09 00:08:20 +0000 2022,"Some fat, hairy monsters invaded Hong Kong and tried to eat the brains of some drunks"
1590133957089173504,Wed Nov 09 00:07:33 +0000 2022,"Small World Around the World

Disneyland (California): Refurbishment
Magic Kingdom (Florida): Closed
Disneyland Paris: Closed
Hong Kong Disneyland: Closed
Tokyo Disneyland: Operating"
1590133928991817729,Wed Nov 09 00:07:26 +0000 2022,"The drop in female population and now under 18. Hong Kong’s demographics looks like heading for cliff fall 

https://t.co/PUEwEV0nRm https://t.co/QTiAvoJl8G"
1590133800201523201,Wed Nov 09 00:06:55 +0000 2022,@Maytechummia This anger reflects the actual feelings of ordinary people in Hong Kong towards their rulers
1590133407350411264,Wed Nov 09 00:05:22 +0000 2022,"@jamieee2003 @sirenspeaks_ @ann_arkansas @NextGenAmerica @AOC I speak fact!  Why can't handle facts??!  I traveled to 14 countries around the world, and tens of millions of americans are teaching English and US women working XXX in big cities in Hong kong, Tokyo, Seoul, Shanghai, Mail Order Brides! It is you who keeps voting Blue!!"
1590133206019624960,Wed Nov 09 00:04:34 +0000 2022,"This is a piece of news about @ubs, which their Chair Colm was in Hong Kong last week telling bankers are pro-China.

Deutschland authorities went UBS Frankfurt and Munich for evidence about business with Russian oligarch.

https://t.co/QzA3Hp7Dwe"
1590133083071651840,Wed Nov 09 00:04:04 +0000 2022,"La Grande roue de Montréal is a White Series 60 m, from the Dutch Wheels company. It is a fourth of the type installed following worldwide ones in Hong Kong, Chicago…
 
#insiderMTL #ArchMTL #HeritageMTL #MTLMoments #gensduvieux #expoldmtl #PortMTL #LaGrandeRouedeMontreal https://t.co/0l5qt5M7CE"
1590132935273111552,Wed Nov 09 00:03:29 +0000 2022,Thank you for coming all the way from Hong Kong! https://t.co/OVJbSWQsYs
1590132934497153024,Wed Nov 09 00:03:29 +0000 2022,Shared by Renay holiday in hong-kong Siagon City 6-15-12-11-8-22
1590132899730575361,Wed Nov 09 00:03:21 +0000 2022,Swissport Extends Cargo Handling Agreement with Hong Kong Airlines https://t.co/HXfTiZR2xt
1590132857217110017,Wed Nov 09 00:03:11 +0000 2022,‘I could not say Mum or Dad’: adoption stories in Hong Kong https://t.co/mLsWPFRQe1
1590132711078838273,Wed Nov 09 00:02:36 +0000 2022,"38,600 Hongkongers under 18 have applied for Britain’s special BN(O) visa scheme https://t.co/VpUM8xj1fn"
1590132699766964225,Wed Nov 09 00:02:33 +0000 2022,[OC] Hong Kong has the highest proportion of female prisoners https://t.co/18YibgKa4z
1590132472733655041,Wed Nov 09 00:01:39 +0000 2022,"🎙️ 75bps Rate Hike, Hong Kong's New Crypto Policy, Apollo Global Expands Crypto Products | New Episode for CryptoMeina x @bitpushnews @BitpushNewsCN  Weekly Crypto New Series 

👉 https://t.co/9eJcopGtfh Check it out https://t.co/RY3OymJMbQ"
1590132326553784320,Wed Nov 09 00:01:04 +0000 2022,Derrick Adams Hits The 'Sweet Spot' With His First-Ever Solo Exhibition in Asia via @HYPEBEAST https://t.co/823vnzAS6H
1590132272493207560,Wed Nov 09 00:00:51 +0000 2022,"In pictures: Rare celestial event totally eclipsed by thick cloud in Hong Kong 

https://t.co/K2WuFRk7Rx https://t.co/7zkYRazqz7"
1590132142566436864,Wed Nov 09 00:00:20 +0000 2022,Derrick Adams Hits The 'Sweet Spot' With His First-Ever Solo Exhibition in Asia via @HYPEBEAST https://t.co/42utriK0px
1590132126909108224,Wed Nov 09 00:00:16 +0000 2022,"Crypto firms were the most significant source of office space in Hong Kong in last Few years. 
Perhaps the only growing segment of office space"
1590132089307168768,Wed Nov 09 00:00:07 +0000 2022,"Hong Kong Express, Sisters of Mercy, Portishead, BUCK-TICK, FUCKING MEGADETH?!??"
1590132065499947008,Wed Nov 09 00:00:02 +0000 2022,Darlie (originally known as Darkie) is an oral care brand owned and manufactured by the Hawley &amp; Hazel Company[1] with focus on Chinese and Southeast Asian markets.  The company is headquartered in Hong Kong with manufacturing facilities in Zhongshan. https://t.co/yAS26hfjHN
1590132062081556480,Wed Nov 09 00:00:01 +0000 2022,"Fantastic to see Queensland’s own @LimeCaviar in the Scenic Rim having export success in UK, Hong Kong &amp; NZ markets with its award winning finger lime products. @ScenicRimRC @AusHouseLondon @TIQld_Europe @ScenicRimMayor @Austrade @AusCGHK @AusHCNZ @tradeinvestqld @JoF_tradegovuk https://t.co/PZXsf1sM6C"
1590132056566423552,Wed Nov 09 00:00:00 +0000 2022,"📊 pop 📊
🥇 🇭🇰 Hong Kong - 122,148,643,407 pops
🥈 🇹🇭 Thailand - 116,873,513,671 pops
🥉 🇹🇼 Taiwan - 109,857,425,044 pops
🏅 🇯🇵 Japan - 108,246,017,141 pops
🎖️ 🇰🇷 South Korea - 28,366,200,877 pops
pop pop https://t.co/6xIlC5tqoj"
