id,created_at,text
1584600018920427521,Mon Oct 24 17:37:39 +0000 2022,"RT @FirstSquawk: CHINA EQUITY SELL-OFF DISCONNECTED FROM FUNDAMENTALS, PRESENTS AN OPPORTUNITY - JPMORGAN"
1584600015510851584,Mon Oct 24 17:37:38 +0000 2022,"RT @Techriztm: Once Upon a time in Ancient China 🇨🇳 
There lived 3 old Monks,
Their names are not remembered today, simply because they nev…"
1584600014990344192,Mon Oct 24 17:37:38 +0000 2022,"RT @JavierBlas: Lies, damned lies, and statistics. I have updated this @opinion chart with fresh data.

China imported a record of ~1 milli…"
1584600013191405569,Mon Oct 24 17:37:38 +0000 2022,RT @TNGeography: Andhra+Telangana+Tamil Nadu contributes 50.5% of India's egg production. India is 2nd largest egg producer in the world wi…
1584600009948819456,Mon Oct 24 17:37:37 +0000 2022,"RT @anders_aslund: Xi Jingping seems determined to repeat Putin's 3 main mistakes:
1. Increase domestic repression;
2. Pursue international…"
1584600008870940672,Mon Oct 24 17:37:37 +0000 2022,"RT @FirstSquawk: CHINA’S XI JINPING, SECURE IN POWER, FACES DEEPENING ECONOMIC CHALLENGES - WSJ"
1584600007264436225,Mon Oct 24 17:37:36 +0000 2022,"RT @devinnunescon: @RonnyJacksonTX Trump is promising a free classified document for every Republican voter who shows up at the polls.
FBI…"
1584600006333722624,Mon Oct 24 17:37:36 +0000 2022,RT @Chellaney: Modi has set a good example by celebrating every Diwali with soldiers on the front lines. But since the military confrontati…
1584600005310304256,Mon Oct 24 17:37:36 +0000 2022,"@DavidLiptonWI @novicus @PeterZeihan Hah, ad hominem. The reliance of weak counter debates. Keep trying chuckles, t… https://t.co/QWDZyJcN5o"
1584600004555329536,Mon Oct 24 17:37:36 +0000 2022,"RT @BeijingToBrit: The United Kingdom has a new Prime Minister: Rishi Sunak.

By our count, he made seven China-related pledges during his…"
1584599998380924928,Mon Oct 24 17:37:34 +0000 2022,"RT @shanvav: New: The US is accusing 2 suspected Chinese intelligence officers of working to obstruct a criminal probe of a ""global telecom…"
1584599998242516992,Mon Oct 24 17:37:34 +0000 2022,"It's been years, now, of hugely pregnant Chinese women at the house across from my MIL's, in a low-income neighborh… https://t.co/y0EX3h9Bw2"
1584599997311750144,Mon Oct 24 17:37:34 +0000 2022,@disclosetv Instead of giving these dopes a platform - arrest them and don't give them what they want - if they are… https://t.co/pFMdroHPWS
1584599995696963584,Mon Oct 24 17:37:34 +0000 2022,"RT @davidsheen: Dozens of Israeli teens lynch another teen in front of his girlfriend, shouting “CHINA! CHINA!” as they kicked, stoned and…"
1584599993557471234,Mon Oct 24 17:37:33 +0000 2022,"Planned on showing off my @CornellPress socks, but my wife liberated them upon first sight. Which proves they are c… https://t.co/sXRi8HSd6W"
1584599992840265728,Mon Oct 24 17:37:33 +0000 2022,@TrueNorthCentre Did he also discuss his love for China🤔 https://t.co/2DR02yarbd
1584599991175479296,Mon Oct 24 17:37:32 +0000 2022,RT @catherinekyli: Today over 1000 #Hongkongers in London marched from Downing St to Chinese Embassy to protest against the peaceful protes…
1584599986662432768,Mon Oct 24 17:37:31 +0000 2022,"RT @michaelxpettis: 1/6
According to the NYT, ""China Released Seemingly Rosy Economic Data. Shares Fell Anyway"", but while reported GDP gro…"
1584599985051807744,Mon Oct 24 17:37:31 +0000 2022,@mfa_russia @mod_russia @iaeaorg @Amb_Ulyanov @mission_rf @RF_OSCE @RusEmbUSA @RussianEmbassyC @RussianEmbassy… https://t.co/3wPQCY6BuB
