id,created_at,text
1584550093755076608,Mon Oct 24 14:19:16 +0000 2022,"RT @ProfYangZhang: We will hold 3 panels @THiS_TheHisSoc in Nov., Dec., &amp; Jan, discussing 3 sociological books on the Chinese state/empire…"
1584550087782326272,Mon Oct 24 14:19:15 +0000 2022,@amlivemon @mirandadevine China sees the rest of the world as a colony to be exploited-whether it's mining interest… https://t.co/Fd9u38zFxD
1584550086310506497,Mon Oct 24 14:19:14 +0000 2022,"RT @EuromaidanPress: Around 500 shipments of Cisco gear apparently arrived in Russia in August, months after the networking giant ended bus…"
1584550083307405313,Mon Oct 24 14:19:14 +0000 2022,"RT @GerberKawasaki: Chinese stocks hammered overnight as Xis vision and the future of China looks grim. China in recession, tesla down on t…"
1584550083106082817,Mon Oct 24 14:19:13 +0000 2022,You're full of s**t. The US is the one blocking the appointment of WTO judges and it hasn't let China have an incre… https://t.co/WLMBD2aGfc
1584550080710778881,Mon Oct 24 14:19:13 +0000 2022,"RT @haotonin: great wall                                great visuals
of china                                   of china

#MAMAVOTE #seven…"
1584550079817723904,Mon Oct 24 14:19:13 +0000 2022,"After supreme leader Winnie the Pooh of china went overboard with his powers, $NIO is taking a massive hit https://t.co/LTauU0f7Xe"
1584550078089695232,Mon Oct 24 14:19:12 +0000 2022,RT @Schuldensuehner: Nasdaq #China Index slumps 14% in no-confidence vote after the 20th National Congress. https://t.co/T1wvGeBas3
1584550075313053697,Mon Oct 24 14:19:12 +0000 2022,"@Nigel_Farage Would you ever see a European man become head of state in China, or an African become prime minister… https://t.co/1izByj6yT6"
1584550073752776704,Mon Oct 24 14:19:11 +0000 2022,"RT @ChinaDaily: The 20th Central Commission for Discipline Inspection of the Communist Party of China, the Party's top discipline and anti-…"
1584550071110373378,Mon Oct 24 14:19:11 +0000 2022,RT @ChinaBriefJT: Are you a Sinologist frustrated by the lack of primary source/Chinese language research in a lot of #China analysis these…
1584550069415473155,Mon Oct 24 14:19:10 +0000 2022,"@TellicoRider @GOP 2/2
that dares to disagree w/ them. Getting power is nice but destruction of others is the goal.… https://t.co/egvwDnVM75"
1584550067876155393,Mon Oct 24 14:19:10 +0000 2022,"WTS / WANT TO SELL POSTER EXO MADE IN KOREA READY INA

ALL 50.000

Bahan dan kualitas bagus. Gambar HD banget. 

t.… https://t.co/ghQqLJISwX"
1584550066349449217,Mon Oct 24 14:19:09 +0000 2022,There’s only maybe 2 shares in China unconnected foreign investors (with confidence they can still exit at some poi… https://t.co/xgz4nRQ3rv
1584550065582256128,Mon Oct 24 14:19:09 +0000 2022,"RT @scobie: Typically negative... And typically untrue. Despite the bold claim, Princess Beatrice stayed until the very end of @ConfettiMov…"
1584550063031963652,Mon Oct 24 14:19:09 +0000 2022,"in China.
He lives on the sea, as prairie cocks i
_iherb_rewards_code_discount_promo_coupon_voucher_ ☘️ https://t.co/ARDFhYtd5F"
