id,created_at,full_text
1590710421430112257,Thu Nov 10 14:18:13 +0000 2022,@TheCryptoDog Ukraine is retaking Kherson
1590710419739791360,Thu Nov 10 14:18:12 +0000 2022,"#Russian soldiers, don't follow #Putin!
Drop your weapons and go home!
And have a hot dinner with the whole family.
Stay with family and loved ones who care about you.
The main characters in Russia are you and your family. not putin
#Ukraine #NoWar #Russia https://t.co/i7zl3VfeMd"
1590710407139921922,Thu Nov 10 14:18:09 +0000 2022,"US says 100,000 Russian troops killed or injured in Ukraine
https://t.co/QWj8aD0jnZ"
1590710406657748992,Thu Nov 10 14:18:09 +0000 2022,"@MariaRamosUK @trtworld ✔️Kremlin orders troops to withdraw from Ukraine's Kherson.

✔️US 2022 Midterm Elections results.

And for more international news follow @MariaRamosUK @trtworld now.

📺📡🎙️🇹🇷

#KhersonRetreat 
#USMidtermElections2022 https://t.co/hV6goEleN5"
1590710405986680832,Thu Nov 10 14:18:09 +0000 2022,"100,000 Russian troops killed or injured in Ukraine, US says https://t.co/pkRN4Tko3x via @Yahoo"
1590710401184198657,Thu Nov 10 14:18:08 +0000 2022,"that #Russia's doctrine in this area is purely #defensive in #nature and does not allow any extended explanation,"" he said, referring to the #Russian #offensive in #Ukraine."
1590710398420144128,Thu Nov 10 14:18:07 +0000 2022,"atomic warheads in the ex-#Sovietrepublic.

""In response to today's entirely unfounded #accusations that #Russia is allegedly #threatening the use of #nuclear #weapons during the conduct of a #specialmilitaryoperation in #Ukraine, we would like to once again underscore"
1590710393248583682,Thu Nov 10 14:18:06 +0000 2022,"2. and its victory will clearly show the inevitability of the defeat of dictators in aggressive wars.

  ""With the right weapons, Ukraine can defeat the invading Russian forces,"" he said. #StandWithUkraine️ #stoprussia #stopputin #stoprussianaggression #russiaisaterroriststate"
1590710392762032131,Thu Nov 10 14:18:06 +0000 2022,"#Russia has rejected #claims that it is #planning to use #tactical #nuclear #weapons in #Ukraine, tacitly acknowledging that such a #scenario would trigger #nuclearwar, which it says ""should never be unleashed."" https://t.co/V6wevj7DH9"
1590710390450663425,Thu Nov 10 14:18:05 +0000 2022,"1.🇺🇸Republican Congressman Michael McCaul urged Biden to give #Ukraine more weapons, including #ATACMS missiles

 He believes that the retreat of the russian armed forces in the #KhersonRegion clearly demonstrates Ukraine's ability to win,⬇️#stoprussia #stopputin https://t.co/OGV4V0UoLP"
1590710382867668993,Thu Nov 10 14:18:03 +0000 2022,"Russia's artillery war minimises its losses. If artillery supply lines are threatened (Kherson) Russia retreats to avoid losses. Yet we’re told its death toll matches Ukraine's whose strategy in defence &amp; attack involves sacrificing large numbers.#Ukraine
https://t.co/BPxD27QJA6"
1590710375271788547,Thu Nov 10 14:18:02 +0000 2022,'It’s a superpower': How this Ukraine tech start-up continued to innovate from a Kyiv bomb shelter | Euronews https://t.co/hsa7CiqDtM
1590710373581484034,Thu Nov 10 14:18:01 +0000 2022,"@ttchiwandire @KyivIndependent We support Ukraine🇺🇦, Russia is terrorist state"
1590710367704924160,Thu Nov 10 14:18:00 +0000 2022,The EU should work to rapidly enhance rail #infrastructure and adapt it to provide additional safe and sustainable land transport for Ukrainian #foodexports. #graindeal #foodsecurity #Ukraine @TeftaK @dumoulinME https://t.co/EFHqeO1kqG
1590710366580850688,Thu Nov 10 14:18:00 +0000 2022,@SpencerGuard Was just reading: https://t.co/KsGihWoSMO
1590710364265938949,Thu Nov 10 14:17:59 +0000 2022,Is Nord Stream 2 the main reason behind the Ukraine conflict? https://t.co/vfiG2r7P7M via @YouTube
1590710358330998786,Thu Nov 10 14:17:58 +0000 2022,@ukraine_world …the calm before the fallout…?
1590710357450162177,Thu Nov 10 14:17:57 +0000 2022,"@thinkdefence So everything like a Leopard 2A7, M1A2 and heavier would even have problems getting around in Germany as quite a few bridges I cross here are at best MLC 70.

In Ukraine, matters would probably be even worse."
1590710355134513153,Thu Nov 10 14:17:57 +0000 2022,"Teddy the American hipster hairstylist moved to Russia ""for the freedom"", tatooed a Z on his face..

Got mobilized..

Recently complaining that the ""nazis in Ukraine"" aren't real nazis because they're led by a Jewish President that's run by US that's run by Jews. https://t.co/GDECFsWA6Q"
1590710354161827842,Thu Nov 10 14:17:57 +0000 2022,"@Voltaire7070 @mean_toe @laurenboebert If you let Putin get away with Ukraine, what do you think will happen next, who he will target next? We're back to the handling of Hitler at the start of WWII. Do you really need a new Pearl Harbor to make the right decision? That's some blind, selfish sh*t right there."
1590710350646853632,Thu Nov 10 14:17:56 +0000 2022,"Look, Ukraine is today's Sudeten. By not stopping Hitler then we ended up in WW II. If we do not give Putin a bloody nose now he will not stop. I disagree with Biden on many things but on this one he is 100% correct; even a broken clocks tells the right time twice a day."
1590710348985913344,Thu Nov 10 14:17:55 +0000 2022,"If the US and the West abandon a Ukraine, an almost Western country, to Russia, what credibility will the West have to defend South Korea, Japan, Taiwan, the Phillipines, etc., when the Panda bear decides to attack? Or if another bear attacks other friendly countries."
1590710345496141824,Thu Nov 10 14:17:54 +0000 2022,"The central issue on Ukraine is that Russia, unprovoked, invadde another nation because the nation is scared of Russia and wants to join NATO for protection. It is Russia's behavious that pushed Ukraine towards NATO, the idea of NATOs expansionism is bs."
1590710344200384513,Thu Nov 10 14:17:54 +0000 2022,"Electricity for Ukraine!
 A transmission line network will be constructed from Poland to supply electricity.  Bring the world's power lines to Ukraine!"
1590710338818752513,Thu Nov 10 14:17:53 +0000 2022,@andreivaitovich Meanwhile somewhere in Ukraine. @belwarriors https://t.co/BB5zV7tcc3
1590710334922567681,Thu Nov 10 14:17:52 +0000 2022,@kaitlancollins This is my new congressmen. I didn’t vote for him but this interview makes me really hopeful especially his comments about supporting Ukraine and moving on from trump. Wishing him the best. Thank you @kaitlancollins
