id,created_at,text
1584642273895030784,Mon Oct 24 20:25:33 +0000 2022,"RT @linjianyangbe: Lesser Coucal (小鸦鹃). It is under second-class state protection in China. 🌹🌹
credit 胡健

#China #nature #birds 
#photograp…"
1584642271429132288,Mon Oct 24 20:25:33 +0000 2022,RT @BlackKnight10k: If you stole highly sensitive classified documents about China and today you see Chinese spies getting busted for espio…
1584642270103752704,Mon Oct 24 20:25:33 +0000 2022,"LOL !! France or China or anywhere. The electric car graveyard still exists. 
Fact-checking images claiming to show… https://t.co/vIg7VAu8yF"
1584642269982130177,Mon Oct 24 20:25:33 +0000 2022,"RT @duty2warn: AG Garland's press conference, still ongoing, announces charges against 13 PRC officials (People's Republic of China), 10 of…"
1584642269717610496,Mon Oct 24 20:25:32 +0000 2022,RT @TheJusticeDept: Two Arrested and 13 Charged in Three Separate Cases for Alleged Participation in Malign Schemes in the United States on…
1584642269239726080,Mon Oct 24 20:25:32 +0000 2022,"Russia, China, N. Korea, Iran, etc.

Japan and Taiwan gone. Israel constantly bombarded. Eastern Europe rekt.

The… https://t.co/DLT3ZAA4ig"
1584642268539269121,Mon Oct 24 20:25:32 +0000 2022,RT @BlackKnight10k: Garland and DOJ making a statement about cracking down on foreign espionage. It's an announcement about China today but…
1584642268237303808,Mon Oct 24 20:25:32 +0000 2022,@Newsweek austin   says   he wants    to     weaken    russia  ;           biden  says  we  go  nuke           if… https://t.co/I6xWdwaTAE
1584642266005901315,Mon Oct 24 20:25:32 +0000 2022,"RT @zerohedge: So many US companies pulling operations from China today in protest of Xi's authoritarian takeover of the Politburo. 

Oh, n…"
1584642264588222464,Mon Oct 24 20:25:31 +0000 2022,"RT @BloomsburyBooks: 🎃👻 Laura Purcell season is upon us! 👻🎃

Which books have you read? 

 ✔️ The Silent Companions 👻
 ✔️ The Corset 🧵
 ✔️…"
1584642259123068928,Mon Oct 24 20:25:30 +0000 2022,RT @Angry_Staffer: Garland says an FBI double agent fooled two Peoples’ Republic of China (PRC) intelligence officers who were trying to sh…
1584642258430701568,Mon Oct 24 20:25:30 +0000 2022,@DashDobrofsky Boo.  It is about China.  What does Garland think?  That we will be so aghast we will forget about the yellow-haired crook?
1584642255788601344,Mon Oct 24 20:25:29 +0000 2022,"RT @MarshaBlackburn: Economic data from Communist China is mysteriously becoming harder to find as growth slows. 

Are we surprised? This i…"
1584642254022402048,Mon Oct 24 20:25:29 +0000 2022,they are following the China model. https://t.co/xMgBy8sgl6
1584642249500917760,Mon Oct 24 20:25:28 +0000 2022,"RT @CryptoTea_: China banned bitcoin but uses it to corrupt other countries

China banned tiktok but uses it to corrupt other countries"
1584642249479966720,Mon Oct 24 20:25:28 +0000 2022,"RT @AdamCSharp: How to say something is not to your taste around the world:

7. Not my cup of tea (UK)
6. Not my cup of coffee (Slovakia)
5…"
1584642248414613504,Mon Oct 24 20:25:27 +0000 2022,@98_tennis I don't own any China stocks atm.
1584642247060262912,Mon Oct 24 20:25:27 +0000 2022,"RT @JusticeToAll: A dispute between US &amp; China over Taiwan could drag down the global economy, given the fact that no other company makes s…"
1584642246158139392,Mon Oct 24 20:25:27 +0000 2022,"RT @ErikSolheim: China's 🇨🇳 first 100MW solar power plant uses 12,000 mirrors and is capable of producing energy throughout the day and nig…"
