id,created_at,full_text
1590154082030743552,Wed Nov 09 01:27:31 +0000 2022,@thesiriusreport Obvious that Ukraine obeys orders from U. S. A vassal is miserable.
1590154079434870784,Wed Nov 09 01:27:30 +0000 2022,Ah yes great news a man who cannot speak or think goes to the senate. Party puppet zero independence a vote for more war a vote for more Ukraine money. Great news. Not. Covid will have the last laugh https://t.co/1i1WEVatRc
1590154071796633601,Wed Nov 09 01:27:29 +0000 2022,Heated shelters set up in Ukraine to help people living without electricity https://t.co/kdIA53omf1
1590154057947451392,Wed Nov 09 01:27:25 +0000 2022,@POTUS USA can send Ukraine over 50 BILLION BUT CANT HAVE TECH PEOPLE FIX SIMPLE SIMPLE SIMPLE MACHINES! #Cheater
1590154055778590720,Wed Nov 09 01:27:25 +0000 2022,"@FoxBrambleFarm Yes. We must continue to help Ukraine, whatever it takes. 💙💛 can you tell I just figured out how to use the colored hearts? 😀"
1590154047059005440,Wed Nov 09 01:27:23 +0000 2022,"@DemSocialists @RashidaTlaib @detroitdsa Home Heat, Gas double+, Crime, DA's free violent, overrun Border, shortages, food prices, speech oppression, IRS, Afghanistan, Ukraine, violent left ok'd, democracy loss, ESG, election ?'s, 50% of Americans attacked, covid abuse, FBI, CRT, damaging children, Want more of it 11/8?"
1590154042902478849,Wed Nov 09 01:27:22 +0000 2022,"@StayRudeRebel @RuisOlc @rieblitz @War_Mapper Keep daydreaming, bud. When Russia inevitably loses, you and your buddies can pop some champagne and pretend it was a ""strategic withdrawal"". While Ukraine will get all the help it’ll need to recover."
1590154028260167680,Wed Nov 09 01:27:18 +0000 2022,@KyivPost Ukraine should keep attacking!
1590154026397863937,Wed Nov 09 01:27:18 +0000 2022,"@Firouz_Naderi Ukraine was  over 35 years long , best friends with terrorist regime of Iran, devil regime ambassy is still open in kyiv ,they deportet Iranians asylum ,they closed the borders same as rasist in cold winter ,weil they were in big business with mullah mafia ,this is Ukraine"
1590154011646492672,Wed Nov 09 01:27:14 +0000 2022,"@caslernoel Home Heat, Gas double+, Crime, DA's free violent, overrun Border, shortages, food prices, speech oppression, IRS, Afghanistan, Ukraine, violent left ok'd, democracy loss, ESG, election ?'s, 50% of Americans attacked, covid abuse, FBI, CRT, damaging children, Want more of it 11/8?"
1590154007615442946,Wed Nov 09 01:27:13 +0000 2022,"Ukrainian Presidential Advisor Mykhailo Podolyak said that Kyiv could resume dialogue with Moscow only after the withdrawal of Russian troops from #Ukraine, the presidential press service reported. https://t.co/nkpymJX3Nz"
1590153997981470720,Wed Nov 09 01:27:11 +0000 2022,"@POTUS Is there any money left to invest in America? Or are you hoping you'll be able to get back ,say, 10% from Ukraine..."
1590153985193029632,Wed Nov 09 01:27:08 +0000 2022,"@BenjaminPDixon Or is it the narrative? Ukraine is fighting for Independence, like the Confederacy. All the slave stuff aside, everything you stand against gave you the freedom you have now."
1590153985021075457,Wed Nov 09 01:27:08 +0000 2022,"@IlhanMN @israhirsi @MinnesotaDFL Home Heat, Gas double+, Crime, DA's free violent, overrun Border, shortages, food prices, speech oppression, IRS, Afghanistan, Ukraine, violent left ok'd, democracy loss, ESG, election ?'s, 50% of Americans attacked, covid abuse, FBI, CRT, damaging children, Want more of it 11/8?"
1590153984064786432,Wed Nov 09 01:27:08 +0000 2022,"@jgmac1106 @vtchakarova You &amp; I both know ur war against Russia wont end even if Russia leaves Ukraine. Ur a product of a Cold War and this is an old power struggle against Russia. 

In a way it’s good Russia challenged Wester militarism &amp;global hegemony. 

Now Western economies are committing suicide."
