id,created_at,full_text
1589650828268253184,Mon Nov 07 16:07:46 +0000 2022,@elonmusk LOL，love from China😅😍
1589650804302311424,Mon Nov 07 16:07:40 +0000 2022,"New way of grocery runs in communist #china, the freest country on earth. https://t.co/vEjIcsVuOg"
1589650797385637889,Mon Nov 07 16:07:39 +0000 2022,"Western concerns over TikTok’s Chinese ownership are threatening to boil over after a company official admitted that users' data is accessed by employees in China.

The revelation is stirring up response from regulators on both sides of the Atlantic.  https://t.co/twssRXTLB7"
1589650796945080321,Mon Nov 07 16:07:38 +0000 2022,Lance Harriman Elton William #China Sabrina Roosevelt #阿森纳 Aldrich Sam https://t.co/tusft0pQBl
1589650791203500034,Mon Nov 07 16:07:37 +0000 2022,"@noticel Remember el slogan,  China fired, PR hired. ..."
1589650788267458560,Mon Nov 07 16:07:36 +0000 2022,"‘In Africa, for Africa’: China’s Huawei seeks to lead 5G boom in Global South https://t.co/0O0St6xwYe via @scmpnews"
1589650787462180864,Mon Nov 07 16:07:36 +0000 2022,@eeffocdnaeniw @Slothless74 @newsmax His failure in Afghanistan  His failure at the boarder His attempt to alter the midterms by asking Saudi Arabia to hold off on cutting production       His connections (through Hunter) with China and Russia … should I go on?
1589650783196262401,Mon Nov 07 16:07:35 +0000 2022,@_Mansoor_Ali Same treatment given in coal power plant sahiwal we are not allowed to outside they are treating us prisonors as we are in china not pakistan our marrige life totally disturb due to this nonsense policy #ZeroCovid #Opengate#prisnor
1589650774409478146,Mon Nov 07 16:07:33 +0000 2022,"You (who kowtows to brutal authoritarian regimes like Russia &amp; China) are the last person I would take voting advice from, Elon. The GOP in Congress (esp. the House) has supported insurrectionists while echoing the fascistic rhetoric of extremists and hate groups. No thanks. https://t.co/f4haLdGSG8"
1589650767811514369,Mon Nov 07 16:07:31 +0000 2022,Mother leaps to death after struggling with militant lockdown https://t.co/6cVQQzKUkm via @MailOnline
1589650754083885056,Mon Nov 07 16:07:28 +0000 2022,"@Jaded4lifex @ReverendWarnock You mean “china’s bad air will float over to america and replace our good air” Walker?
Lol. You have got to be kidding."
1589650752909496320,Mon Nov 07 16:07:28 +0000 2022,"@natusvincere We never heard about eagles wings cooked, we hear about dog cooked in china.
Nice try dogs."
1589650748274610176,Mon Nov 07 16:07:27 +0000 2022,China tells women to 'respect family values' in revised gender law https://t.co/QzTMafWGqf @STForeignDesk
1589650736736264192,Mon Nov 07 16:07:24 +0000 2022,"THIS 👇IS THE CORRUPTION WE NEED TO STOP!  This guy is a CA Democrat and he is ""insider trading"" a SF solar company who imports solar panels from China! He also pushed to lower their tariffs! He's not running for reelection! Vote @ScottBaughCA47 #VoteRedToSaveAmerica2022 https://t.co/Z9gcB3p8s8"
1589650736354304000,Mon Nov 07 16:07:24 +0000 2022,"Just in📢Crude Oil Tanker Palladium left Russia on Nov 07, 2022 has changed course.

Now scheduled to arrive in China on Nov 13, 2022 transporting Russian fossil fuels

Track it here #RussianTankerTracker https://t.co/rghi3BfleB https://t.co/xcoIi0eCKD"
1589650730759360512,Mon Nov 07 16:07:23 +0000 2022,"🚨🚨🚨

EXC: Hunter Biden-Linked Consulting Firm Helped Chinese Communist Party-Owned Company Export Key Fertilizer Minerals From U.S. Mines To China, Deleted Webpages Reveal. 

https://t.co/RUVGUpt69m https://t.co/af22fzwPPJ"
1589650719191146496,Mon Nov 07 16:07:20 +0000 2022,"If you're waiting for your new iPhone, you could be waiting a little while longer. @Apple have announced that one of the factories in China have had to have restrictions put in place due to COVID-19. 

#apple #iphone #covid https://t.co/IlB4Vwo14F"
1589650715332706304,Mon Nov 07 16:07:19 +0000 2022,Oh yes...this...#Covid #China #ZeroCovid https://t.co/FUYVqH19KG
1589650712887451648,Mon Nov 07 16:07:18 +0000 2022,first trend in China https://t.co/FyBnf9Rxxh
1589650712127946752,Mon Nov 07 16:07:18 +0000 2022,Olaf Scholz’s peace mission to China – Asia Times https://t.co/faNbm60r2M
1589650711331344386,Mon Nov 07 16:07:18 +0000 2022,It is economic terrorism slowing China down. https://t.co/hUkMCZRc14
1589650696118247424,Mon Nov 07 16:07:14 +0000 2022,Wow! The Chinese government makes sure the western version of TikTok used by kids is addictive &amp; makes them dumber; whereas their version is educational &amp; beneficial. Payback for when western traders in 1839-1842 got China addicted to Opium to gain supremacy &amp; influence in Asia? https://t.co/hTR6SgWGsX
